State,District,Block,total_recharge_ham,annual_extractable_resource_ham,total_extraction_ham,stage_of_extraction_pct,category
10,212,1954,15641,12941,11204,86.58,Semi-Critical
10,212,1955,15535,14404,11980,83.17,Semi-Critical
10,212,1956,15055,13493,11308,83.81,Semi-Critical
10,212,1957,14510,11925,7243,60.74,Safe
10,212,1958,17903,16763,11576,69.06,Safe
10,212,1959,16789,11992,11506,95.95,Critical
10,212,1960,11943,11139,6844,61.44,Safe
10,212,1961,16954,12081,8807,72.9,Semi-Critical
10,212,1962,12804,10714,4432,41.37,Safe
10,212,1963,11565,10669,9746,91.35,Critical
10,212,1964,10984,8410,5823,69.24,Safe
10,212,1965,10142,8296,6369,76.77,Semi-Critical
10,212,1966,9670,7553,3627,48.02,Safe
10,212,1967,7190,6744,7379,109.42,Over-Exploited
10,212,1968,14184,12849,7860,61.17,Safe
10,213,1969,7712,6765,5712,84.43,Semi-Critical
10,213,1970,7192,6090,4913,80.67,Semi-Critical
10,213,1971,6248,5655,5369,94.94,Critical
10,213,1972,16246,12965,7852,60.56,Safe
10,213,1973,17790,14443,13419,92.91,Critical
10,213,1974,9033,7971,5322,66.77,Safe
10,213,1975,6997,5523,3798,68.77,Safe
10,213,1976,18108,12964,11290,87.09,Semi-Critical
10,213,1977,8687,6242,5923,94.89,Critical
10,213,1978,15343,11182,9692,86.68,Semi-Critical
10,213,1979,9018,8273,8520,102.99,Over-Exploited
10,213,1980,16302,13335,7995,59.96,Safe
10,213,1981,6970,6121,6307,103.04,Over-Exploited
10,213,1982,13389,10687,5253,49.15,Safe
10,213,1983,10765,8231,7092,86.16,Semi-Critical
10,213,1984,15818,12445,9748,78.33,Semi-Critical
10,213,1985,19726,17724,13226,74.62,Semi-Critical
10,213,1986,6202,5310,3279,61.75,Safe
10,213,1987,13135,12273,9236,75.25,Semi-Critical
10,213,1988,19889,17301,8879,51.32,Safe
10,213,1989,10567,8903,5862,65.84,Safe
10,213,1990,12667,10799,5065,46.9,Safe
10,213,1991,10742,10050,8042,80.02,Semi-Critical
10,213,1992,10788,9677,4519,46.7,Safe
10,213,1993,10408,7348,3763,51.21,Safe
10,213,1994,15227,12692,5836,45.98,Safe
10,213,1995,13669,11920,7949,66.69,Safe
10,214,1996,14446,12816,12679,98.93,Critical
10,214,1997,5922,4460,4615,103.48,Over-Exploited
10,214,1998,5419,4968,2237,45.03,Safe
10,214,1999,7204,6764,5710,84.42,Semi-Critical
10,214,2000,15789,11986,10536,87.9,Semi-Critical
10,214,2001,6120,5634,4358,77.35,Semi-Critical
10,214,2002,16260,11776,10208,86.68,Semi-Critical
10,214,2003,5950,4247,2393,56.35,Safe
10,214,2004,7336,5372,3990,74.27,Semi-Critical
10,214,2005,10373,7410,4991,67.35,Safe
10,214,2006,7243,6600,3054,46.27,Safe
10,214,2007,7645,5464,4578,83.78,Semi-Critical
10,214,2008,15049,11556,8628,74.66,Semi-Critical
10,214,2009,9612,6977,4134,59.25,Safe
10,215,2010,18946,14661,10725,73.15,Semi-Critical
10,215,2011,6865,4960,4675,94.25,Critical
10,215,2012,16104,13962,13419,96.11,Critical
10,215,2013,18429,13514,11549,85.46,Semi-Critical
10,215,2014,16045,14648,10655,72.74,Semi-Critical
10,215,2015,11028,9972,8007,80.29,Semi-Critical
10,215,2016,12326,8670,5804,66.94,Safe
10,215,2017,18102,16725,8171,48.86,Safe
10,215,2018,11371,8041,5386,66.98,Safe
10,215,2019,19188,14581,11245,77.12,Semi-Critical
10,215,2020,11359,8043,6588,81.91,Semi-Critical
10,215,2021,12863,10084,10639,105.5,Over-Exploited
10,215,2022,19350,16030,15134,94.41,Critical
10,215,2023,8228,7398,3746,50.64,Safe
10,215,2024,8719,6840,3569,52.18,Safe
10,215,2025,16420,14390,6768,47.03,Safe
10,215,2026,19382,14475,13269,91.67,Critical
10,215,2027,7371,6542,5850,89.42,Semi-Critical
10,215,2028,7891,5989,6530,109.03,Over-Exploited
10,216,2029,8756,6443,4931,76.53,Semi-Critical
10,216,2030,9225,6885,6736,97.84,Critical
10,216,2031,5094,3797,3050,80.33,Semi-Critical
10,216,2032,7674,6355,6430,101.18,Over-Exploited
10,216,2033,11898,10841,9808,90.47,Critical
10,216,2034,15147,10904,9268,85.0,Semi-Critical
10,216,2035,5793,5078,4039,79.54,Semi-Critical
10,216,2036,15026,12976,11757,90.61,Critical
10,216,2037,7116,6533,4532,69.37,Safe
10,216,2038,10779,8203,3835,46.75,Safe
10,217,2039,17298,14055,6015,42.8,Safe
10,217,2040,16517,15384,11312,73.53,Semi-Critical
10,217,2041,19153,16567,13576,81.95,Semi-Critical
10,217,2042,16111,12843,5846,45.52,Safe
10,217,2043,15789,11571,6952,60.08,Safe
10,217,2044,16397,12553,7850,62.53,Safe
10,217,2045,17999,15214,12079,79.39,Semi-Critical
10,217,2046,11166,9820,5842,59.49,Safe
10,217,2047,5814,4250,1984,46.68,Safe
10,217,2048,5345,4542,2340,51.52,Safe
10,217,2049,15541,13016,6791,52.17,Safe
10,217,2050,13554,11229,11115,98.98,Critical
10,217,2051,7443,6494,3890,59.9,Safe
10,217,2052,15457,14056,12654,90.03,Critical
10,217,2053,15380,12007,9575,79.75,Semi-Critical
10,217,2054,12783,11789,12778,108.39,Over-Exploited
10,217,2055,16197,11988,7084,59.09,Safe
10,217,2056,16473,12243,6254,51.08,Safe
10,217,2057,5984,4587,2001,43.62,Safe
10,217,2058,12790,9335,5308,56.86,Safe
10,218,2059,14831,11235,9873,87.88,Semi-Critical
10,218,2060,5827,4233,1945,45.95,Safe
10,218,2061,15922,14416,8235,57.12,Safe
10,218,2062,8531,6268,6259,99.86,Critical
10,218,2063,12147,10772,8704,80.8,Semi-Critical
10,218,2064,9451,6728,3018,44.86,Safe
10,218,2065,18635,17463,7568,43.34,Safe
10,218,2066,16127,14156,6268,44.28,Safe
10,218,2067,8876,6228,6597,105.92,Over-Exploited
10,218,2068,10959,9764,9714,99.49,Critical
10,218,2069,5126,4246,4209,99.13,Critical
10,218,2070,8177,7317,7660,104.69,Over-Exploited
10,218,2071,16248,13495,10170,75.36,Semi-Critical
10,218,2072,13795,11867,6801,57.31,Safe
10,218,2073,16641,14920,10159,68.09,Safe
10,218,2074,11024,8833,7978,90.32,Critical
10,218,2075,10109,7083,7176,101.31,Over-Exploited
10,218,2076,9146,8345,5879,70.45,Semi-Critical
10,218,2077,12196,9698,7513,77.47,Semi-Critical
10,218,2078,16725,13781,14501,105.22,Over-Exploited
10,219,2079,16559,11623,5523,47.52,Safe
10,219,2080,8368,6887,6911,100.35,Over-Exploited
10,219,2081,8797,8327,4259,51.15,Safe
10,219,2082,18718,14404,10640,73.87,Semi-Critical
10,219,2084,6792,5425,2999,55.28,Safe
10,219,2083,16053,13994,11503,82.2,Semi-Critical
10,220,2085,10732,9698,7671,79.1,Semi-Critical
10,220,2086,8476,6817,4540,66.6,Safe
10,220,2087,8417,6543,6571,100.43,Over-Exploited
10,220,2088,6645,6209,5351,86.18,Semi-Critical
10,220,2089,19755,17172,15537,90.48,Critical
10,221,2090,14397,10506,5310,50.54,Safe
10,221,2091,8030,5759,5863,101.81,Over-Exploited
10,221,2092,7872,6462,3340,51.69,Safe
10,221,2093,8072,6094,3387,55.58,Safe
10,221,2094,6854,5233,2562,48.96,Safe
10,221,2095,9021,8294,5874,70.82,Semi-Critical
10,221,2096,9662,6979,7128,102.13,Over-Exploited
10,221,2097,11514,10118,5835,57.67,Safe
10,221,2098,10031,7701,5095,66.16,Safe
10,221,2099,19222,17109,16976,99.22,Critical
10,221,2100,7708,6787,5649,83.23,Semi-Critical
10,221,2101,16694,11716,10850,92.61,Critical
10,221,2102,12112,10020,5508,54.97,Safe
10,221,2103,14524,10672,9621,90.15,Critical
10,221,2104,13393,12275,6865,55.93,Safe
10,221,2105,8507,7808,8519,109.11,Over-Exploited
10,221,2106,11456,9217,7299,79.19,Semi-Critical
10,222,2107,9212,7471,6626,88.69,Semi-Critical
10,222,2108,18224,14138,6826,48.28,Safe
10,222,2109,12970,11402,6561,57.54,Safe
10,222,2110,13766,10870,5411,49.78,Safe
10,222,2111,19579,15016,10107,67.31,Safe
10,222,2112,5536,4473,2678,59.87,Safe
10,222,2113,6625,4789,4372,91.29,Critical
10,222,2114,15314,13578,6464,47.61,Safe
10,222,2115,12973,9121,8450,92.64,Critical
10,222,2116,13577,11691,5050,43.2,Safe
10,222,2117,13070,9746,5276,54.14,Safe
10,222,2118,16473,12488,11918,95.44,Critical
10,222,2119,13666,11737,10797,91.99,Critical
10,222,2120,13609,12904,9464,73.34,Semi-Critical
10,222,2121,11490,10276,4469,43.49,Safe
10,222,2122,8600,6505,5379,82.69,Semi-Critical
10,222,2123,11783,8766,6002,68.47,Safe
10,222,2124,18226,16705,10383,62.16,Safe
10,222,2125,14146,11473,9732,84.83,Semi-Critical
10,223,2126,9971,7321,5165,70.55,Semi-Critical
10,223,2127,18050,16525,7679,46.47,Safe
10,223,2128,18490,16715,17403,104.12,Over-Exploited
10,223,2129,6205,5869,5545,94.48,Critical
10,223,2130,17951,16648,7316,43.95,Safe
10,223,2131,17312,15804,12130,76.75,Semi-Critical
10,223,2132,6990,4984,2284,45.83,Safe
10,223,2133,10299,7478,7374,98.61,Critical
10,223,2134,17997,15157,12566,82.91,Semi-Critical
10,223,2135,8572,7139,3717,52.07,Safe
10,223,2136,10975,8939,3705,41.45,Safe
10,224,2137,18472,14762,6231,42.21,Safe
10,224,2138,11320,9144,6905,75.51,Semi-Critical
10,224,2139,9380,7901,7221,91.39,Critical
10,224,2140,17350,12154,5889,48.45,Safe
10,224,2141,18290,13995,7765,55.48,Safe
10,224,2142,9757,8094,5091,62.9,Safe
10,224,2143,7713,6791,3753,55.26,Safe
10,224,2144,15395,11446,7713,67.39,Safe
10,224,2145,10588,8859,7013,79.16,Semi-Critical
10,224,2146,16312,14331,12603,87.94,Semi-Critical
10,224,2147,5966,4839,5200,107.46,Over-Exploited
10,224,2148,9944,7028,7390,105.15,Over-Exploited
10,224,2149,18395,14942,11939,79.9,Semi-Critical
10,224,2150,8432,6527,5965,91.39,Critical
10,224,2151,5688,5303,5650,106.54,Over-Exploited
10,224,2152,9243,6758,3098,45.84,Safe
4,44,351,8701,7509,3033,40.39,Safe
22,646,3629,13533,9651,4061,42.08,Safe
22,646,3633,19811,16077,12770,79.43,Semi-Critical
22,646,3634,10182,8537,7973,93.39,Critical
22,646,3636,14916,11552,7589,65.69,Safe
22,646,3637,18671,15193,11875,78.16,Semi-Critical
22,644,3695,11704,8671,6602,76.14,Semi-Critical
22,644,3696,9422,7311,3409,46.63,Safe
22,644,3697,14984,12815,8010,62.5,Safe
22,644,3703,6759,5241,2167,41.35,Safe
22,644,3705,16404,15172,7244,47.75,Safe
22,644,3706,14181,12154,11768,96.82,Critical
22,649,3718,15454,12512,12269,98.06,Critical
22,649,3721,7482,5309,5103,96.12,Critical
22,649,3728,13058,10771,9788,90.87,Critical
22,649,3730,5951,5303,5066,95.53,Critical
22,649,3731,13914,10663,9273,86.96,Semi-Critical
22,649,3735,16581,14950,12989,86.88,Semi-Critical
22,374,3591,7079,5400,4682,86.7,Semi-Critical
22,374,3592,7717,6991,5311,75.97,Semi-Critical
22,374,3593,15524,11197,7326,65.43,Safe
22,374,3594,16568,15185,13835,91.11,Critical
22,374,3595,9524,7855,4784,60.9,Safe
22,374,3598,14692,11373,8871,78.0,Semi-Critical
22,374,3603,13477,10327,7263,70.33,Semi-Critical
22,650,3630,12311,9947,5904,59.35,Safe
22,650,3631,16687,15848,17152,108.23,Over-Exploited
22,650,3638,12186,9201,5346,58.1,Safe
22,650,3640,7065,5127,3160,61.63,Safe
22,636,3614,5768,4881,2504,51.3,Safe
22,636,3615,19925,16381,15989,97.61,Critical
22,636,3616,10490,8717,7066,81.06,Semi-Critical
22,636,3624,16249,14083,11676,82.91,Semi-Critical
22,375,3604,17481,13404,13060,97.43,Critical
22,375,3607,11645,10802,6913,64.0,Safe
22,375,3610,10083,8156,4367,53.54,Safe
22,375,3613,10232,7492,4037,53.88,Safe
22,376,3618,15353,13596,12410,91.28,Critical
22,376,3619,16485,14189,11775,82.99,Semi-Critical
22,376,3620,10797,8410,4578,54.44,Safe
22,376,3622,14138,12093,6065,50.15,Safe
22,377,3625,9926,7493,3630,48.45,Safe
22,377,3626,11016,8936,7501,83.94,Semi-Critical
22,377,3627,8335,7708,3083,40.0,Safe
22,377,3628,17342,12718,5250,41.28,Safe
22,378,3632,13038,10387,6987,67.27,Safe
22,378,3635,18087,16373,14472,88.39,Semi-Critical
22,378,3639,9873,9304,8248,88.65,Semi-Critical
22,645,3698,6481,5272,3696,70.11,Semi-Critical
22,645,3699,15093,12478,11027,88.37,Semi-Critical
22,645,3701,11305,9530,7288,76.47,Semi-Critical
22,645,3702,8451,7885,8546,108.38,Over-Exploited
22,645,3704,17256,15781,8107,51.37,Safe
22,734,3605,19422,14423,11833,82.04,Semi-Critical
22,734,3606,5054,4089,3041,74.37,Semi-Critical
22,734,3609,12643,10316,5530,53.61,Safe
22,379,3641,15015,13472,12461,92.5,Critical
22,379,3643,18489,15729,9325,59.29,Safe
22,379,3642,8462,7307,4875,66.72,Safe
22,379,3644,16271,15450,10233,66.23,Safe
22,379,3645,5832,4191,2392,57.07,Safe
22,379,3646,17600,13301,9330,70.15,Semi-Critical
22,379,3647,15998,12829,9382,73.13,Semi-Critical
22,379,3648,10954,8620,7938,92.09,Critical
22,379,3649,19295,13610,12732,93.55,Critical
22,380,3650,19294,13948,7127,51.1,Safe
22,380,3651,15682,13647,11121,81.49,Semi-Critical
22,380,3652,19078,17548,18027,102.73,Over-Exploited
22,380,3653,13519,11201,5333,47.61,Safe
22,380,3654,12221,10202,7458,73.1,Semi-Critical
22,380,3655,8310,6346,5871,92.51,Critical
22,380,3656,8300,7403,6130,82.8,Semi-Critical
22,380,3657,11722,10408,4896,47.04,Safe
22,382,3665,12218,10349,7012,67.76,Safe
22,382,3666,12776,9622,7265,75.5,Semi-Critical
22,382,3667,8675,6282,6891,109.69,Over-Exploited
22,382,3668,8054,5767,3027,52.49,Safe
22,381,3658,18575,15754,17135,108.77,Over-Exploited
22,381,3659,12970,11754,7796,66.33,Safe
22,381,3660,7143,6532,3528,54.01,Safe
22,381,3661,10207,8327,5744,68.98,Safe
22,381,3662,14503,12995,10783,82.98,Semi-Critical
22,381,3663,16383,15346,8431,54.94,Safe
22,381,3664,7538,5795,3500,60.4,Safe
22,643,3590,17175,13731,13706,99.82,Critical
22,643,3596,9547,8906,9790,109.93,Over-Exploited
22,643,3597,10619,8331,5187,62.26,Safe
22,643,3599,13356,12400,6252,50.42,Safe
22,643,3602,17469,16512,15772,95.52,Critical
22,383,3669,11612,10049,8243,82.03,Semi-Critical
22,383,3670,10005,9046,4254,47.03,Safe
22,383,3671,5822,5166,5490,106.27,Over-Exploited
22,383,3672,5943,5199,2363,45.45,Safe
22,383,3673,19289,14982,12551,83.77,Semi-Critical
22,384,7144,11150,7964,5548,69.66,Safe
22,384,3675,9425,7405,5847,78.96,Semi-Critical
22,384,3676,13966,12104,6648,54.92,Safe
22,384,3677,7198,5223,4605,88.17,Semi-Critical
22,384,3678,16348,11492,12317,107.18,Over-Exploited
22,385,3679,9242,6792,4896,72.08,Semi-Critical
22,385,3680,8695,7642,5854,76.6,Semi-Critical
22,385,3681,8452,7971,4526,56.78,Safe
22,385,3682,14106,13340,13664,102.43,Over-Exploited
22,385,3683,18859,15530,16769,107.98,Over-Exploited
22,647,3608,6308,5786,5499,95.04,Critical
22,647,3611,9177,8114,6328,77.99,Semi-Critical
22,647,3612,13705,11310,12098,106.97,Over-Exploited
22,637,3600,15112,12742,6469,50.77,Safe
22,637,3601,11852,8703,6396,73.49,Semi-Critical
22,386,3684,11035,10311,8004,77.63,Semi-Critical
22,386,3685,8594,6771,5039,74.42,Semi-Critical
22,386,3686,9841,7986,7680,96.17,Critical
22,386,3687,6409,5562,4834,86.91,Semi-Critical
22,386,3688,17994,14097,6888,48.86,Safe
22,386,3689,9566,7304,4692,64.24,Safe
22,386,3690,16382,14051,8955,63.73,Safe
22,386,3691,9491,6702,5334,79.59,Semi-Critical
22,386,3692,6555,5769,3484,60.39,Safe
22,387,3693,19596,16235,7826,48.2,Safe
22,387,3694,5804,4941,4237,85.75,Semi-Critical
22,387,3700,18221,15633,15566,99.57,Critical
22,387,3707,6279,5222,5494,105.21,Over-Exploited
22,388,3708,19045,16105,17406,108.08,Over-Exploited
22,388,3709,18192,15844,15000,94.67,Critical
22,388,3710,18364,16312,8119,49.77,Safe
22,388,3711,12083,10655,10624,99.71,Critical
22,388,3712,10986,10078,6852,67.99,Safe
22,388,3713,10619,7936,7229,91.09,Critical
22,388,3714,16769,13420,10358,77.18,Semi-Critical
22,388,3715,16093,15078,14776,98.0,Critical
22,388,3716,6387,5104,3561,69.77,Safe
22,642,3617,18591,13594,6025,44.32,Safe
22,642,3621,17880,14864,11739,78.98,Semi-Critical
22,642,3623,15953,11603,6032,51.99,Safe
22,648,3720,7679,5764,6201,107.58,Over-Exploited
22,648,3725,7106,6747,5187,76.88,Semi-Critical
22,648,3726,13173,11003,8664,78.74,Semi-Critical
22,648,3727,9223,7111,7360,103.5,Over-Exploited
22,648,3729,9831,9326,7807,83.71,Semi-Critical
22,648,3733,7768,7314,4475,61.18,Safe
22,389,3717,17145,13890,8434,60.72,Safe
22,389,3719,8186,6263,4704,75.11,Semi-Critical
22,389,3722,16472,14982,15081,100.66,Over-Exploited
22,389,3723,7573,6655,6364,95.63,Critical
22,389,3724,17808,15523,16670,107.39,Over-Exploited
22,389,3732,7599,7015,3158,45.02,Safe
22,389,3734,9033,7879,4631,58.78,Safe
30,551,5929,13428,10352,4722,45.61,Safe
30,551,5930,6304,5506,5097,92.57,Critical
30,551,5931,16622,12906,6434,49.85,Safe
30,551,5933,12368,11005,5171,46.99,Safe
30,551,5934,10877,9299,7375,79.31,Semi-Critical
30,552,5935,6301,4532,3118,68.8,Safe
30,552,6841,7541,6245,5624,90.06,Critical
30,552,5936,7051,5540,4104,74.08,Semi-Critical
30,552,5932,11809,9236,6444,69.77,Safe
30,552,5937,13633,11595,8091,69.78,Safe
30,552,5938,15268,11917,12039,101.02,Over-Exploited
30,552,5939,16372,14640,9906,67.66,Safe
24,438,4049,15849,11374,7204,63.34,Safe
24,438,4051,16990,14697,9361,63.69,Safe
24,438,4052,13996,12628,6789,53.76,Safe
24,438,4053,5074,4405,4415,100.23,Over-Exploited
24,438,4054,11981,9876,4964,50.26,Safe
24,438,7155,15367,14407,14926,103.6,Over-Exploited
24,438,4055,17116,13264,7937,59.84,Safe
24,438,4056,15281,10769,11087,102.95,Over-Exploited
24,438,4058,10475,8463,8070,95.36,Critical
24,438,4059,13232,9371,7566,80.74,Semi-Critical
24,439,4060,15273,14333,12450,86.86,Semi-Critical
24,439,4061,12184,9168,5758,62.81,Safe
24,439,4062,10796,9686,7767,80.19,Semi-Critical
24,439,4063,12141,10849,6560,60.47,Safe
24,439,4064,18689,14099,9609,68.15,Safe
24,439,4065,17875,15288,14298,93.52,Critical
24,439,4066,6622,4714,2690,57.06,Safe
24,439,4067,13041,10705,10567,98.71,Critical
24,439,4068,5341,3758,2491,66.29,Safe
24,439,4069,17244,16041,12391,77.25,Semi-Critical
24,439,4070,7074,6678,7074,105.93,Over-Exploited
24,440,4071,12992,9816,8607,87.68,Semi-Critical
24,440,4072,5645,4245,3616,85.18,Semi-Critical
24,440,4073,18018,16007,14376,89.81,Semi-Critical
24,440,4074,9263,7070,7371,104.26,Over-Exploited
24,440,4075,13801,12748,7316,57.39,Safe
24,440,4076,19603,16534,13711,82.93,Semi-Critical
24,440,4077,19060,15013,10212,68.02,Safe
24,440,4078,11136,10113,4129,40.83,Safe
24,672,4219,13646,11235,5479,48.77,Safe
24,672,4220,16145,14981,9400,62.75,Safe
24,672,4221,14900,13886,11046,79.55,Semi-Critical
24,672,4225,16664,12353,12563,101.7,Over-Exploited
24,672,4226,7969,5582,5323,95.36,Critical
24,672,4227,8028,7594,5979,78.73,Semi-Critical
24,441,4079,12643,11714,5291,45.17,Safe
24,441,4080,17989,12841,7706,60.01,Safe
24,441,4081,7681,6976,4581,65.67,Safe
24,441,4082,8629,7027,5868,83.51,Semi-Critical
24,441,4083,18887,14443,6433,44.54,Safe
24,441,4084,9225,8484,6542,77.11,Semi-Critical
24,441,4085,8067,6043,6230,103.09,Over-Exploited
24,441,4086,10941,10249,9160,89.37,Semi-Critical
24,441,7119,6386,4798,4596,95.79,Critical
24,441,4087,16968,14480,12701,87.71,Semi-Critical
24,441,7135,7866,5944,3237,54.46,Safe
24,441,4088,9788,8186,3907,47.73,Safe
24,441,4089,16555,14419,14139,98.06,Critical
24,441,4090,10490,7841,6953,88.67,Semi-Critical
24,442,4091,18081,15011,12046,80.25,Semi-Critical
24,442,4092,9124,7456,3970,53.25,Safe
24,442,4093,13340,9574,7873,82.23,Semi-Critical
24,442,4094,8850,8005,3377,42.19,Safe
24,442,4095,10415,8164,3944,48.31,Safe
24,442,4096,15250,12865,7954,61.83,Safe
24,442,7157,12679,10507,7466,71.06,Semi-Critical
24,442,4097,11819,9789,4741,48.43,Safe
24,442,4098,14328,10413,5039,48.39,Safe
24,443,4099,13378,10780,9789,90.81,Critical
24,443,4102,16046,13046,10421,79.88,Semi-Critical
24,443,4103,14442,12758,9869,77.36,Semi-Critical
24,443,7117,6333,5763,4130,71.66,Semi-Critical
24,443,4104,17385,14538,15753,108.36,Over-Exploited
24,443,4105,9150,6603,2871,43.48,Safe
24,443,4106,11766,8932,4702,52.64,Safe
24,443,4107,7711,5715,4876,85.32,Semi-Critical
24,443,4108,9853,7204,3569,49.54,Safe
24,443,4109,17693,14003,11378,81.25,Semi-Critical
24,676,4050,11212,8491,6771,79.74,Semi-Critical
24,676,4100,12479,9416,10166,107.97,Over-Exploited
24,676,4101,10408,7427,7563,101.83,Over-Exploited
24,676,4057,14977,10550,11202,106.18,Over-Exploited
24,668,7156,12715,9227,4424,47.95,Safe
24,668,4257,13942,10359,10438,100.76,Over-Exploited
24,668,4259,6762,5461,2677,49.02,Safe
24,668,4261,17112,14162,11939,84.3,Semi-Critical
24,668,4262,12101,8896,8042,90.4,Critical
24,668,4264,12674,10217,5237,51.26,Safe
24,444,4110,17652,13864,11685,84.28,Semi-Critical
24,444,7109,11122,8295,3622,43.66,Safe
24,444,7108,5481,3846,2327,60.5,Safe
24,674,4122,19536,15956,16671,104.48,Over-Exploited
24,674,4128,5153,4490,2335,52.0,Safe
24,674,4129,12617,9545,4254,44.57,Safe
24,674,4131,6524,4781,3397,71.05,Semi-Critical
24,445,4111,7120,6562,6532,99.54,Critical
24,445,4112,7343,5644,2560,45.36,Safe
24,445,4113,10136,7661,4971,64.89,Safe
24,445,4114,10760,9837,10130,102.98,Over-Exploited
24,445,4115,6240,5642,2723,48.26,Safe
24,445,4116,5060,4109,2537,61.74,Safe
24,445,4117,14130,11619,10978,94.48,Critical
24,445,7132,6639,5008,3907,78.02,Semi-Critical
24,445,7124,11185,8048,7908,98.26,Critical
24,446,4118,17312,14600,6980,47.81,Safe
24,446,4119,18350,13296,13886,104.44,Over-Exploited
24,446,4120,12970,10535,11108,105.44,Over-Exploited
24,446,4121,17418,16287,8285,50.87,Safe
24,675,7158,16761,15725,6662,42.37,Safe
24,675,4135,6252,4750,5191,109.28,Over-Exploited
24,675,4140,9203,7878,5810,73.75,Semi-Critical
24,675,4141,13363,10937,8754,80.04,Semi-Critical
24,675,4142,14650,13462,11188,83.11,Semi-Critical
24,675,4143,8549,6564,6253,95.26,Critical
24,447,4123,9197,6446,6242,96.84,Critical
24,447,4124,12009,8894,4764,53.56,Safe
24,447,4125,11667,9186,5196,56.56,Safe
24,447,4126,7322,5703,5781,101.37,Over-Exploited
24,447,4127,14828,13313,12962,97.36,Critical
24,447,4130,16307,14189,11809,83.23,Semi-Critical
24,448,4132,9090,7043,7721,109.63,Over-Exploited
24,448,4133,11960,9740,8908,91.46,Critical
24,448,4134,8004,5794,3192,55.09,Safe
24,448,4136,10136,9371,9302,99.26,Critical
24,448,4137,5329,4976,3434,69.01,Safe
24,448,4138,8640,8164,3472,42.53,Safe
24,448,4139,17086,15670,9793,62.5,Safe
24,448,4144,18808,13983,13066,93.44,Critical
24,448,4145,12982,9237,9903,107.21,Over-Exploited
24,449,4146,9107,7694,4564,59.32,Safe
24,449,4147,6341,5885,3369,57.25,Safe
24,449,4148,16855,12545,9967,79.45,Semi-Critical
24,449,4149,13407,9408,9108,96.81,Critical
24,449,4150,5338,4811,4438,92.25,Critical
24,449,4151,10895,7835,6205,79.2,Semi-Critical
24,449,4152,17254,13862,11671,84.19,Semi-Critical
24,449,4153,7708,6703,3817,56.94,Safe
24,449,4154,16344,12408,8720,70.28,Semi-Critical
24,449,4155,6750,4866,2816,57.87,Safe
24,450,7128,10604,9464,9644,101.9,Over-Exploited
24,450,4157,7421,6363,3046,47.87,Safe
24,450,4158,12119,11478,10052,87.58,Semi-Critical
24,450,4159,13901,10927,6361,58.21,Safe
24,450,4160,10319,7382,5410,73.29,Semi-Critical
24,450,4161,11609,10257,6252,60.95,Safe
24,450,4162,18400,15279,9568,62.62,Safe
24,450,4163,10387,7824,4555,58.22,Safe
24,450,4164,16918,15148,14041,92.69,Critical
24,450,7131,16834,12641,8292,65.6,Safe
24,451,4166,8993,6881,6251,90.84,Critical
24,451,7118,13680,9892,7114,71.92,Semi-Critical
24,451,4167,13044,10433,8169,78.3,Semi-Critical
24,451,4168,18849,15168,11835,78.03,Semi-Critical
24,451,4169,13238,10969,11880,108.31,Over-Exploited
24,451,4170,16551,14519,9538,65.69,Safe
24,451,4171,9873,9147,4988,54.53,Safe
24,451,4172,18327,13459,13973,103.82,Over-Exploited
24,451,4173,9806,6997,3655,52.24,Safe
24,451,4174,13592,9577,9424,98.4,Critical
24,669,4156,17182,12644,6387,50.51,Safe
24,669,4188,10913,9434,8123,86.1,Semi-Critical
24,669,4190,12124,10691,5403,50.54,Safe
24,669,4191,8157,7313,7650,104.61,Over-Exploited
24,669,4193,17537,13344,10615,79.55,Semi-Critical
24,669,4165,5390,4185,2638,63.03,Safe
24,673,4251,17045,13990,6970,49.82,Safe
24,673,4212,9430,6749,4453,65.98,Safe
24,673,4213,13820,11785,10530,89.35,Semi-Critical
24,673,4216,12686,12000,8033,66.94,Safe
24,673,4218,9232,7295,4174,57.22,Safe
24,452,4175,16122,14319,11515,80.42,Semi-Critical
24,452,7129,13007,10730,7430,69.25,Safe
24,452,4176,6521,4773,2463,51.6,Safe
24,452,4177,14018,11853,6018,50.77,Safe
24,452,4178,18014,13960,12497,89.52,Semi-Critical
24,453,4179,6500,4605,4983,108.21,Over-Exploited
24,453,4180,11737,10078,5675,56.31,Safe
24,453,4181,8294,7586,7139,94.11,Critical
24,453,7116,10085,7928,3657,46.13,Safe
24,453,4182,7419,5917,3947,66.71,Safe
24,453,4183,14126,13034,9836,75.46,Semi-Critical
24,454,4184,8042,7265,4272,58.8,Safe
24,454,4185,9497,8345,6431,77.06,Semi-Critical
24,454,4186,6466,4928,5015,101.77,Over-Exploited
24,454,4187,8561,7940,8425,106.11,Over-Exploited
24,454,4189,5614,4146,1950,47.03,Safe
24,454,4192,10392,8902,5254,59.02,Safe
24,454,4194,12693,8976,9742,108.53,Over-Exploited
24,455,4195,14374,12375,7292,58.93,Safe
24,455,4196,8223,6325,5596,88.47,Semi-Critical
24,455,4197,12138,9861,5693,57.73,Safe
24,455,4198,7667,6028,3914,64.93,Safe
24,455,4199,19523,14509,7746,53.39,Safe
24,455,7120,12980,11104,11097,99.94,Critical
24,455,4200,18409,16945,17247,101.78,Over-Exploited
